,ids
156562,1065226
156563,1032459
156564,1196300
156565,901385
156566,1130759
156567,1032464
156568,1098003
156569,1098010
156570,1032475
156571,934173
156572,1130782
156573,1032479
156574,803104
156575,1065249
156576,1098018
156577,1098020
156578,999718
156579,1098022
156580,999721
156581,803114
156582,1098027
156583,1032489
156584,999725
156585,999726
156586,1098030
156587,1098032
156588,999728
156589,999730
156590,999729
156591,999732
156592,934196
156593,934194
156594,999735
156595,1032504
156596,934201
156597,1130809
156598,1032507
156599,1032506
156600,934205
156601,967228
156602,1098047
156603,1098045
156604,934207
156605,1098050
156606,1098051
156607,1032511
156608,1032517
156609,1032519
156610,1098056
156611,967230
156612,999755
156613,901454
156614,1065295
156615,934222
156616,901458
156617,1098067
156618,966996
156619,934230
156620,999768
156621,1130842
156622,934238
156623,934240
156624,1032545
156625,1032546
156626,967016
156627,934249
156628,1130859
156629,999792
156630,999794
156631,1065330
156632,1098100
156633,999797
156634,999796
156635,1032563
156636,934264
156637,1098105
156638,1098104
156639,999804
156640,1098109
156641,1098108
156642,1032578
156643,1098114
156644,1098116
156645,967045
156646,999812
156647,1032581
156648,901511
156649,1098120
156650,1196423
156651,1098123
156652,1065356
156653,1032589
156654,835982
156655,1032591
156656,1032588
156657,999825
156658,1098127
156659,1032596
156660,934293
156661,1098134
156662,1032599
156663,1065367
156664,1065368
156665,934298
156666,1065369
156667,934294
156668,803229
156669,1098142
156670,1065375
156671,1032612
156672,1065382
156673,1065383
156674,836009
156675,1065388
156676,1098157
156677,999854
156678,1065390
156679,934320
156680,1098159
156681,1032620
156682,934323
156683,1032628
156684,1032629
156685,1098166
156686,934329
156687,934332
156688,901565
156689,999869
156690,934336
156691,737728
156692,999874
156693,1032645
156694,1032647
156695,1065417
156696,541134
156697,1065429
156698,1032664
156699,999904
156700,1098209
156701,999906
156702,1130979
156703,1130984
156704,1032682
156705,1130992
156706,999921
156707,999922
156708,1130994
156709,999924
156710,1032693
156711,1130998
156712,967161
156713,1196540
156714,1065470
156715,1131006
156716,1131008
156717,1131010
156718,1131011
156719,1032711
156720,967176
156721,999946
156722,1163788
156723,967181
156724,770575
156725,967183
156726,967186
156727,967188
156728,999956
156729,1032725
156730,967191
156731,967192
156732,999960
156733,967194
156734,1163804
156735,967197
156736,1065502
156737,967199
156738,967200
156739,1196572
156740,1098274
156741,770595
156742,1065508
156743,967203
156744,934438
156745,967206
156746,1131048
156747,999976
156748,1065506
156749,967211
156750,999980
156751,1098285
156752,1065515
156753,1131050
156754,1131056
156755,967217
156756,1131054
156757,967219
156758,967220
156759,1196595
156760,1131059
156761,934455
156762,967224
156763,1065529
156764,1065530
156765,1131067
156766,1065532
156767,934460
156768,1065534
156769,1065535
156770,967227
156771,1065537
156772,1065538
156773,1196611
156774,1163842
156775,967229
156776,967232
156777,1000007
156778,1000008
156779,1000004
156780,1032773
156781,967243
156782,934476
156783,967245
156784,967244
156785,967247
156786,967248
156787,1032778
156788,967250
156789,803404
156790,967252
156791,967253
156792,967254
156793,967255
156794,1196637
156795,1032799
156796,1131105
156797,1000035
156798,1032804
156799,1032808
156800,1065577
156801,1032812
156802,1196653
156803,1098353
156804,1131124
156805,770684
156806,1032829
156807,836225
156808,967297
156809,967299
156810,967300
156811,1131137
156812,967298
156813,1131142
156814,1065612
156815,934544
156816,1000084
156817,606870
156818,1000089
156819,1000091
156820,967325
156821,934559
156822,869025
156823,1000098
156824,1032868
156825,934565
156826,1196709
156827,1032876
156828,934573
156829,1098415
156830,1000117
156831,1065653
156832,1163958
156833,1098424
156834,1000121
156835,1000122
156836,1163961
156837,1163964
156838,934595
156839,967365
156840,934599
156841,1032904
156842,1163977
156843,1000139
156844,1065675
156845,934605
156846,1163982
156847,934607
156848,1065680
156849,1032910
156850,803543
156851,1098456
156852,934623
156853,934624
156854,967392
156855,934627
156856,1032937
156857,934634
156858,1196778
156859,869104
156860,934641
156861,1032945
156862,1065719
156863,934649
156864,934652
156865,1065725
156866,934654
156867,934656
156868,1131265
156869,1032963
156870,934660
156871,934661
156872,934662
156873,1032965
156874,1032973
156875,934670
156876,934671
156877,934672
156878,934673
156879,934675
156880,934680
156881,967448
156882,1065753
156883,934683
156884,934684
156885,934685
156886,869150
156887,934687
156888,934688
156889,934689
156890,934690
156891,934691
156892,1000227
156893,934693
156894,1065765
156895,1065758
156896,934696
156897,1098532
156898,1196838
156899,934700
156900,1000237
156901,1033006
156902,934703
156903,934704
156904,934705
156905,1196847
156906,934707
156907,934708
156908,934711
156909,934712
156910,934713
156911,934714
156912,1000248
156913,934716
156914,934717
156915,934718
156916,934719
156917,869183
156918,934720
156919,869185
156920,934722
156921,934724
156922,934723
156923,934725
156924,934721
156925,934727
156926,934728
156927,934730
156928,934729
156929,934731
156930,934732
156931,934734
156932,934733
156933,934736
156934,934737
156935,934738
156936,934739
156937,934740
156938,869196
156939,869198
156940,1000279
156941,869203
156942,1164121
156943,934746
156944,1033047
156945,1033052
156946,934749
156947,967524
156948,967525
156949,934756
156950,967527
156951,1000295
156952,967529
156953,934761
156954,967533
156955,869235
156956,1000309
156957,967542
156958,1164149
156959,934777
156960,1000313
156961,967548
156962,869247
156963,967553
156964,1065860
156965,1131399
156966,1065864
156967,1196937
156968,869255
156969,1033102
156970,1065872
156971,1033107
156972,967572
156973,1098646
156974,967574
156975,803737
156976,1065887
156977,967586
156978,902050
156979,1098660
156980,1164197
156981,1196965
156982,1065895
156983,934824
156984,1033125
156985,1065898
156986,1033126
156987,1033133
156988,1000366
156989,1065903
156990,1196981
156991,639933
156992,1033155
156993,1098698
156994,1197003
156995,967626
156996,1033165
156997,1065931
156998,1197007
156999,934864
157000,1000399
157001,1131474
157002,967637
157003,1131479
157004,1131483
157005,1164255
157006,1033186
157007,934883
157008,934884
157009,1197030
157010,1000430
157011,1065972
157012,1032496
157013,1098748
157014,1033214
157015,1065982
157016,1033219
157017,1197060
157018,1197061
157019,1033221
157020,1033223
157021,1000458
157022,1065997
157023,1033230
157024,1197071
157025,1066001
157026,508947
157027,1131539
157028,1131541
157029,803862
157030,1032502
157031,1066010
157032,1066012
157033,1066016
157034,1066017
157035,1033250
157036,1033251
157037,1033254
157038,1000487
157039,1066024
157040,1066025
157041,1033255
157042,967723
157043,1197100
157044,934957
157045,1066028
157046,1066031
157047,1033265
157048,967732
157049,1066037
157050,1066039
157051,967736
157052,1066041
157053,967738
157054,967739
157055,1066044
157056,967741
157057,869438
157058,967742
157059,1066046
157060,1131583
157061,934975
157062,967747
157063,1066052
157064,1066051
157065,1033288
157066,1066061
157067,1131598
157068,1033293
157069,1131608
157070,967769
157071,1033307
157072,1131614
157073,1000544
157074,1197154
157075,935012
157076,1197157
157077,869490
157078,836723
157079,1066106
157080,1000575
157081,1066113
157082,1164419
157083,1033352
157084,935052
157085,967826
157086,967827
157087,1000595
157088,1000594
157089,935069
157090,1066142
157091,935073
157092,1033377
157093,1033380
157094,1033382
157095,1000617
157096,1033386
157097,1033385
157098,804022
157099,1033400
157100,869565
157101,1066175
157102,1033413
157103,1033424
157104,1033431
157105,1000664
157106,967897
157107,967900
157108,967904
157109,1000679
157110,1066221
157111,935151
157112,1000689
157113,1164529
157114,935160
157115,869624
157116,869626
157117,967931
157118,1164538
157119,1197309
157120,1000702
157121,1197307
157122,935168
157123,1000705
157124,804095
157125,1131775
157126,869631
157127,1033477
157128,1033471
157129,1066247
157130,1000712
157131,640265
157132,967947
157133,1000723
157134,1033492
157135,967957
157136,1000726
157137,1000727
157138,967960
157139,1197339
157140,1066277
157141,1033515
157142,967984
157143,967987
157144,1066292
157145,967988
157146,1033528
157147,1033534
157148,1000771
157149,705861
157150,1099082
157151,1066315
157152,1197388
157153,968013
157154,1066317
157155,1099086
157156,1099088
157157,1066321
157158,1197389
157159,1033554
157160,1197396
157161,968024
157162,1197402
157163,968027
157164,1066331
157165,1000797
157166,1164640
157167,968035
157168,1164646
157169,935271
157170,1164648
157171,968041
157172,1164661
157173,968056
157174,1197439
157175,1197440
157176,1131907
157177,993497
157178,1197446
157179,1164679
157180,1033611
157181,968076
157182,1066381
157183,1131919
157184,1066384
157185,1066385
157186,968085
157187,574871
157188,837016
157189,1033628
157190,1033631
157191,1033635
157192,1033636
157193,705958
157194,1099177
157195,1033643
157196,1099180
157197,1197486
157198,705967
157199,968111
157200,1033649
157201,968112
157202,935347
157203,1033652
157204,1099182
157205,968123
157206,1065150
157207,968125
157208,968127
157209,1065151
157210,1066434
157211,968134
157212,935369
157213,968142
157214,771536
157215,1033684
157216,935381
157217,1033688
157218,935385
157219,1099228
157220,1066465
157221,1033697
157222,1164770
157223,968164
157224,1197542
157225,1197545
157226,1132009
157227,542192
157228,1197553
157229,1164787
157230,542196
157231,1000949
157232,1066485
157233,968183
157234,935416
157235,1132024
157236,1132022
157237,869882
157238,673271
157239,1197567
157240,968193
157241,1164805
157242,1033735
157243,1164811
157244,1066511
157245,935443
157246,1033750
157247,1033753
157248,1033757
157249,1033758
157250,1164831
157251,1033763
157252,1066531
157253,1000999
157254,1033767
157255,1033770
157256,1197611
157257,1033772
157258,1066542
157259,1132079
157260,1033775
157261,968243
157262,1099319
157263,804413
157264,968254
157265,968258
157266,1033801
157267,1132106
157268,1001038
157269,1001042
157270,1099347
157271,1033811
157272,1066578
157273,1033814
157274,1099351
157275,1033816
157276,1033817
157277,1132124
157278,935516
157279,1001053
157280,1066594
157281,1001059
157282,1099364
157283,1033828
157284,1099367
157285,1033832
157286,1066601
157287,968298
157288,1001069
157289,935534
157290,935536
157291,968304
157292,1197681
157293,1066609
157294,935547
157295,1001090
157296,1164936
157297,1033867
157298,1099405
157299,1066638
157300,968340
157301,870041
157302,1066649
157303,1001115
157304,1033883
157305,1033887
157306,968352
157307,968351
157308,968354
157309,444069
157310,1132197
157311,1132199
157312,1066664
157313,1066665
157314,1197738
157315,1001133
157316,1197741
157317,1001140
157318,1033909
157319,1033911
157320,968376
157321,1197753
157322,804538
157323,968379
157324,1132216
157325,1099455
157326,968385
157327,968390
157328,804550
157329,1033926
157330,1197770
157331,968394
157332,1132239
157333,1033936
157334,935633
157335,1001169
157336,804566
157337,1132249
157338,1165017
157339,1132251
157340,1033946
157341,1197789
157342,1132254
157343,1001184
157344,1197793
157345,1197794
157346,1132256
157347,1197797
157348,1066725
157349,1132264
157350,1001193
157351,1066730
157352,1197803
157353,1066732
157354,1132269
157355,1132270
157356,509679
157357,1132272
157358,1197809
157359,1132274
157360,1033971
157361,1001204
157362,1078238
157363,968438
157364,1132278
157365,1033976
157366,1001209
157367,1132275
157368,1001212
157369,1033984
157370,1001216
157371,935682
157372,1033989
157373,1033991
157374,968456
157375,1001228
157376,1165068
157377,1066767
157378,935698
157379,1066775
157380,837403
157381,1066780
157382,935711
157383,1165092
157384,1034021
157385,1099559
157386,1034029
157387,673586
157388,870196
157389,1034042
157390,968510
157391,1001278
157392,1034048
157393,1034053
157394,1034054
157395,1034056
157396,1034059
157397,1066829
157398,1034063
157399,1066832
157400,575322
157401,673629
157402,1132382
157403,1197919
157404,1165150
157405,968548
157406,1001317
157407,968551
157408,1132392
157409,1034092
157410,1132399
157411,1034097
157412,1099641
157413,1132413
157414,1066881
157415,1099650
157416,968580
157417,935814
157418,1099655
157419,1099656
157420,1066891
157421,1066892
157422,1099664
157423,1034130
157424,1099667
157425,1099671
157426,1001367
157427,968603
157428,1099679
157429,935841
157430,1197985
157431,1099688
157432,1066921
157433,935852
157434,1034160
157435,1099697
157436,968626
157437,1066934
157438,1034167
157439,1034168
157440,935865
157441,1066937
157442,1099702
157443,1034172
157444,1026174
157445,1034176
157446,1034179
157447,1034183
157448,1034188
157449,1034189
157450,935886
157451,1066958
157452,1034195
157453,1001431
157454,1034202
157455,1034205
157456,1034208
157457,935908
157458,1066982
157459,1099751
157460,1066995
157461,870390
157462,968695
157463,1099771
157464,1034245
157465,1034249
157466,1198096
157467,1067027
157468,1099796
157469,968727
157470,935960
157471,1067034
157472,1034267
157473,1034273
157474,935971
157475,968742
157476,1198122
157477,1034283
157478,1165357
157479,1067053
157480,935984
157481,1067063
157482,1067066
157483,1067068
157484,935997
157485,1067069
157486,935999
157487,968769
157488,968770
157489,1099843
157490,1067075
157491,1034312
157492,968777
157493,1001547
157494,706637
157495,968782
157496,1067090
157497,1067091
157498,1034322
157499,1034325
157500,968791
157501,1001563
157502,936028
157503,1034333
157504,1198172
157505,1099868
157506,1099874
157507,936042
157508,1099885
157509,870510
157510,1099886
157511,968818
157512,1099896
157513,1034362
157514,1034364
157515,936061
157516,1001598
157517,1001599
157518,1099902
157519,903299
157520,1132675
157521,936069
157522,1078318
157523,1034381
157524,1034384
157525,1132689
157526,903315
157527,1067155
157528,1132693
157529,936087
157530,968857
157531,968862
157532,968867
157533,968869
157534,936101
157535,968871
157536,936111
157537,772272
157538,968879
157539,968887
157540,1198269
157541,1034433
157542,1001669
157543,1034437
157544,936135
157545,1034440
157546,936137
157547,1032741
157548,1198290
157549,1032743
157550,968919
157551,1067223
157552,936153
157553,1034458
157554,1032744
157555,1034457
157556,1034461
157557,968926
157558,968927
157559,1034463
157560,1100001
157561,1198306
157562,1034470
157563,968935
157564,936168
157565,674024
157566,1067242
157567,1067240
157568,936172
157569,1198311
157570,936174
157571,1034480
157572,1067255
157573,805111
157574,1001721
157575,1001722
157576,837881
157577,1001724
157578,1001726
157579,968960
157580,968961
157581,1034498
157582,1034499
157583,1001732
157584,870660
157585,936199
157586,968967
157587,936202
157588,936203
157589,1001740
157590,1034507
157591,1100046
157592,870671
157593,968980
157594,477462
157595,1165592
157596,1132825
157597,1001755
157598,936224
157599,1001760
157600,1034530
157601,1034532
157602,1034536
157603,1001768
157604,936236
157605,1001776
157606,969009
157607,1165618
157608,837938
157609,641333
157610,1034552
157611,739643
157612,1067337
157613,903500
157614,936271
157615,1067343
157616,1165647
157617,1034579
157618,969047
157619,969048
157620,805209
157621,903513
157622,903515
157623,1034589
157624,1001825
157625,1001826
157626,1067365
157627,1001832
157628,903531
157629,1100140
157630,1001835
157631,1132911
157632,1132914
157633,1132916
157634,936309
157635,1001845
157636,1100158
157637,1195599
157638,1034624
157639,1001859
157640,1034628
157641,1001861
157642,969094
157643,805251
157644,1067395
157645,1034633
157646,1067401
157647,1001865
157648,1034636
157649,1034631
157650,936334
157651,1034638
157652,1001871
157653,1001870
157654,1001872
157655,1067408
157656,1067407
157657,969109
157658,969110
157659,1067416
157660,936346
157661,969115
157662,838049
157663,969121
157664,1034657
157665,1067427
157666,969125
157667,1100198
157668,969128
157669,772521
157670,1000221
157671,1067437
157672,1034673
157673,1067442
157674,1001912
157675,936382
157676,1001922
157677,1067459
157678,1001925
157679,1067464
157680,1067465
157681,969160
157682,1133000
157683,1067468
157684,805327
157685,969168
157686,903638
157687,969175
157688,1001945
157689,1001946
157690,969180
157691,1100258
157692,1001955
157693,1034725
157694,969194
157695,1133034
157696,1198570
157697,1067503
157698,1034737
157699,1100274
157700,969204
157701,969205
157702,1001974
157703,1100279
157704,969208
157705,1067509
157706,1067512
157707,1001980
157708,1034748
157709,1165828
157710,1165831
157711,936460
157712,936461
157713,1067532
157714,936463
157715,1100302
157716,1165842
157717,674324
157718,1067542
157719,1165847
157720,969243
157721,870941
157722,1034781
157723,969247
157724,1034783
157725,707103
157726,969254
157727,1034790
157728,1034793
157729,1100329
157730,739887
157731,936496
157732,969265
157733,1067569
157734,1067571
157735,1198643
157736,1198645
157737,1165871
157738,805429
157739,1198649
157740,1034809
157741,1002048
157742,1133122
157743,1002051
157744,936518
157745,1000252
157746,969291
157747,1034831
157748,969298
157749,1034836
157750,936532
157751,969300
157752,1000255
157753,1002072
157754,1002069
157755,1002070
157756,969307
157757,969308
157758,969311
157759,871007
157760,1133153
157761,805473
157762,1067617
157763,1133152
157764,969317
157765,1133159
157766,1034856
157767,1067624
157768,1034859
157769,1034861
157770,1002095
157771,936560
157772,936561
157773,1067634
157774,936565
157775,1002102
157776,969337
157777,1034877
157778,1000263
157779,936578
157780,936579
157781,1067658
157782,1002123
157783,1000266
157784,948163
157785,674447
157786,739989
157787,1000268
157788,739993
157789,1067674
157790,1067675
157791,1067676
157792,969373
157793,739998
157794,1002143
157795,1034905
157796,1034913
157797,1002150
157798,936615
157799,969383
157800,969385
157801,936618
157802,1002151
157803,969390
157804,936625
157805,1034929
157806,740019
157807,1002166
157808,1198778
157809,969402
157810,838330
157811,1034942
157812,969409
157813,936643
157814,1002181
157815,936650
157816,969420
157817,1067725
157818,1002191
157819,740049
157820,1133267
157821,969430
157822,1067735
157823,1133275
157824,1166047
157825,1166050
157826,936678
157827,969449
157828,969451
157829,1002226
157830,838390
157831,1067770
157832,969469
157833,969472
157834,1035009
157835,1035013
157836,1002251
157837,1035024
157838,1002258
157839,969494
157840,1035032
157841,1002268
157842,1133345
157843,1035049
157844,1002283
157845,1035053
157846,805678
157847,1035056
157848,1035057
157849,1067831
157850,1166141
157851,1002302
157852,1002305
157853,1002307
157854,936774
157855,1067847
157856,1002310
157857,1035084
157858,936782
157859,936783
157860,1002320
157861,838484
157862,1002332
157863,969573
157864,1002342
157865,936807
157866,1035110
157867,969578
157868,1002346
157869,1035115
157870,772973
157871,1166191
157872,969584
157873,1166192
157874,1035123
157875,936820
157876,1002355
157877,1166195
157878,1100660
157879,805761
157880,1002370
157881,1002371
157882,805764
157883,1002373
157884,969608
157885,1002377
157886,641934
157887,969615
157888,1198993
157889,1035160
157890,1100700
157891,936874
157892,1035178
157893,1067946
157894,1002413
157895,1067952
157896,1100723
157897,904116
157898,1035189
157899,1133494
157900,1035188
157901,1035187
157902,1035193
157903,969661
157904,936897
157905,1002435
157906,1035204
157907,1002442
157908,1002443
157909,969676
157910,1002447
157911,969682
157912,1002450
157913,969686
157914,1199064
157915,1002456
157916,936922
157917,1166299
157918,1035229
157919,740318
157920,936927
157921,1166302
157922,969698
157923,1166306
157924,1035236
157925,969701
157926,936934
157927,969702
157928,1035238
157929,1166310
157930,1166314
157931,1002467
157932,1166318
157933,1166322
157934,1199096
157935,1002489
157936,1002490
157937,1002491
157938,871416
157939,969725
157940,1166334
157941,1199102
157942,1002496
157943,936960
157944,969728
157945,1035267
157946,1166331
157947,1035269
157948,936966
157949,1166341
157950,1035270
157951,1002502
157952,1035279
157953,1166351
157954,1002513
157955,1035284
157956,1002525
157957,969759
157958,1199135
157959,1035296
157960,969762
157961,1199143
157962,1035303
157963,1035307
157964,1166381
157965,1035314
157966,1035316
157967,1100853
157968,1035322
157969,1035325
157970,1199167
157971,838720
157972,1133637
157973,1035333
157974,1166408
157975,969806
157976,1002574
157977,1002576
157978,1002577
157979,1068114
157980,1166420
157981,412756
157982,937048
157983,1100890
157984,1068125
157985,969823
157986,1035365
157987,1166438
157988,1199207
157989,1035369
157990,969836
157991,1035372
157992,937071
157993,969840
157994,1199217
157995,838770
157996,1035375
157997,1199220
157998,1100917
157999,969847
158000,1166455
158001,1166458
158002,871547
158003,1002624
158004,1035395
158005,1166471
158006,1035399
158007,1002632
158008,1035400
158009,969867
158010,1035403
158011,1035404
158012,1199246
158013,871567
158014,1002640
158015,1002639
158016,1035406
158017,1002644
158018,937110
158019,904344
158020,1100954
158021,1133723
158022,1035420
158023,1068189
158024,1199267
158025,937126
158026,969894
158027,937127
158028,969899
158029,1035437
158030,576687
158031,1035444
158032,969910
158033,1068214
158034,937142
158035,1068220
158036,1100991
158037,1035455
158038,380097
158039,969921
158040,1035462
158041,1035465
158042,969931
158043,1035467
158044,1101011
158045,1035490
158046,1068263
158047,1002728
158048,1068267
158049,1002732
158050,1002735
158051,1035503
158052,937204
158053,1068279
158054,1035521
158055,1002754
158056,969990
158057,1068294
158058,1068298
158059,1002766
158060,1035536
158061,1035537
158062,1035538
158063,1035540
158064,1068308
158065,1068310
158066,1035544
158067,970009
158068,1035546
158069,1133851
158070,970011
158071,1035548
158072,1068314
158073,1068317
158074,1068316
158075,773409
158076,1101090
158077,1035549
158078,1101086
158079,1133859
158080,970026
158081,970027
158082,970028
158083,904493
158084,1199406
158085,970030
158086,1068335
158087,970033
158088,970034
158089,1133875
158090,1035576
158091,970041
158092,1133881
158093,1035581
158094,937278
158095,970047
158096,1068351
158097,1035583
158098,1035584
158099,1068362
158100,1166666
158101,1035598
158102,1035600
158103,1133907
158104,937299
158105,1065536
158106,1035606
158107,1002840
158108,1002842
158109,1068378
158110,1035612
158111,970077
158112,1035614
158113,1199451
158114,1101146
158115,1101153
158116,970082
158117,970083
158118,1035618
158119,1035613
158120,1035628
158121,970098
158122,1101172
158123,1068404
158124,871799
158125,1199480
158126,1035641
158127,1068410
158128,1035645
158129,970113
158130,1166722
158131,1166723
158132,937348
158133,1166725
158134,1035654
158135,1035655
158136,1002890
158137,1035658
158138,1002895
158139,1133969
158140,1035665
158141,1035667
158142,1002902
158143,1002903
158144,839069
158145,1068451
158146,1166755
158147,1032988
158148,1068454
158149,1035689
158150,1101229
158151,937390
158152,1035703
158153,1166776
158154,1166777
158155,1199548
158156,1035710
158157,1068479
158158,1035712
158159,511424
158160,1101250
158161,1134019
158162,1166784
158163,1199556
158164,1035718
158165,937415
158166,904648
158167,1035719
158168,1166793
158169,1166796
158170,1166799
158171,1166801
158172,970194
158173,871891
158174,1166804
158175,1199576
158176,1068505
158177,871896
158178,1199579
158179,937436
158180,675292
158181,806368
158182,937448
158183,1166827
158184,1002998
158185,1003004
158186,1003013
158187,1003014
158188,1068551
158189,1166854
158190,1035783
158191,1166858
158192,970259
158193,1199635
158194,1134101
158195,675353
158196,1035803
158197,1199649
158198,970274
158199,1199654
158200,1003047
158201,1199658
158202,937522
158203,1003060
158204,1035835
158205,1199675
158206,1035838
158207,1003073
158208,937538
158209,1003079
158210,937546
158211,1068621
158212,1101389
158213,1003087
158214,970321
158215,1199699
158216,970324
158217,740952
158218,1035865
158219,1033024
158220,1134171
158221,937567
158222,937568
158223,1035871
158224,1003106
158225,740963
158226,1166946
158227,1035877
158228,1003105
158229,970343
158230,1068650
158231,937582
158232,970350
158233,970352
158234,1035889
158235,1101426
158236,1199729
158237,1003124
158238,970357
158239,1035892
158240,970359
158241,1035896
158242,970362
158243,1199740
158244,970366
158245,1068673
158246,937602
158247,1166978
158248,1035908
158249,1003142
158250,1035913
158251,970378
158252,1035916
158253,970381
158254,1035919
158255,1199761
158256,1035922
158257,1035923
158258,1035924
158259,1035925
158260,1035926
158261,1035921
158262,1068696
158263,1035928
158264,970386
158265,1068699
158266,1035932
158267,1003167
158268,1033038
158269,1134242
158270,1068707
158271,1003172
158272,1101479
158273,1101481
158274,904875
158275,1003180
158276,1167028
158277,937654
158278,937656
158279,1035962
158280,970427
158281,1003196
158282,1003197
158283,1003199
158284,1068738
158285,1101506
158286,1035972
158287,1068741
158288,1003214
158289,1035984
158290,1134289
158291,1167063
158292,937688
158293,1035993
158294,1068762
158295,1003226
158296,1035996
158297,642781
158298,1036000
158299,1003236
158300,1101540
158301,970472
158302,1134312
158303,872170
158304,1036011
158305,1036009
158306,872177
158307,1101553
158308,1036021
158309,1068790
158310,1036023
158311,970488
158312,970491
158313,1068796
158314,1036031
158315,1003264
158316,1068801
158317,1167111
158318,1003273
158319,872201
158320,1068815
158321,970512
158322,315162
158323,1036059
158324,1167130
158325,1068829
158326,1068837
158327,1101607
158328,970537
158329,970540
158330,1134380
158331,970542
158332,1167153
158333,1003316
158334,1101621
158335,872247
158336,970552
158337,1101625
158338,1003323
158339,970556
158340,970558
158341,970559
158342,970560
158343,970561
158344,1003328
158345,1134401
158346,970564
158347,642885
158348,937798
158349,1036103
158350,905032
158351,970569
158352,511817
158353,970571
158354,1167184
158355,970580
158356,1068886
158357,773975
158358,970584
158359,1003352
158360,1068890
158361,1167199
158362,970592
158363,970595
158364,970596
158365,1134436
158366,1036134
158367,970602
158368,1036138
158369,1068908
158370,1101678
158371,970607
158372,1068913
158373,970611
158374,1134451
158375,1068917
158376,970614
158377,1036147
158378,1036149
158379,1036154
158380,1163339
158381,1036162
158382,1068935
158383,1068936
158384,1036168
158385,1101705
158386,1036172
158387,1036176
158388,1068946
158389,937876
158390,1068948
158391,1068952
158392,1068970
158393,970667
158394,1134508
158395,1134518
158396,1003446
158397,1036216
158398,970680
158399,1003453
158400,675776
158401,1003457
158402,1101762
158403,1069001
158404,937930
158405,1101769
158406,970700
158407,1036237
158408,1003469
158409,1036239
158410,1003472
158411,1069008
158412,774101
158413,1069015
158414,1069017
158415,1069018
158416,1003485
158417,1003487
158418,1101794
158419,1069028
158420,675814
158421,1069031
158422,708585
158423,1069033
158424,1134569
158425,1036281
158426,1069050
158427,937980
158428,937982
158429,839678
158430,1036291
158431,1101829
158432,1069064
158433,1036296
158434,1036298
158435,806929
158436,1036309
158437,1003549
158438,643103
158439,806943
158440,1200167
158441,1003567
158442,1003568
158443,1036335
158444,872497
158445,1003571
158446,970805
158447,1069118
158448,1036350
158449,1069125
158450,1069127
158451,1200200
158452,1200201
158453,970829
158454,1036365
158455,970832
158456,1036370
158457,970835
158458,1101908
158459,970837
158460,970838
158461,1134676
158462,970840
158463,938068
158464,1069140
158465,970843
158466,1069139
158467,1069143
158468,872542
158469,970850
158470,970854
158471,1003626
158472,1036395
158473,970860
158474,938095
158475,1003632
158476,970866
158477,970868
158478,1003637
158479,1003645
158480,1036413
158481,1003648
158482,1069184
158483,1036417
158484,1069188
158485,1036425
158486,970892
158487,970895
158488,970896
158489,1069199
158490,1003669
158491,970907
158492,1003676
158493,774301
158494,1036451
158495,1036452
158496,1134760
158497,1003689
158498,1101994
158499,1003692
158500,1101997
158501,1101999
158502,1003698
158503,970932
158504,970933
158505,1102006
158506,1036470
158507,970939
158508,1102014
158509,1167551
158510,1003712
158511,872640
158512,1003713
158513,1003716
158514,1036486
158515,512198
158516,1036488
158517,1036492
158518,1036493
158519,1036494
158520,1069264
158521,1003731
158522,1036500
158523,1134804
158524,1200340
158525,1200341
158526,1036504
158527,938198
158528,1134812
158529,807132
158530,938207
158531,872671
158532,970981
158533,1036517
158534,1036520
158535,1036524
158536,1200365
158537,1003768
158538,1069311
158539,1069315
158540,1069319
158541,807182
158542,1200400
158543,1036561
158544,938258
158545,1134866
158546,1200404
158547,1200406
158548,938263
158549,1200409
158550,872732
158551,872736
158552,1003811
158553,1036579
158554,1003813
158555,1069350
158556,1003819
158557,1003821
158558,971056
158559,938288
158560,1069364
158561,971065
158562,1069370
158563,1102141
158564,1069374
158565,1036605
158566,1003838
158567,1036609
158568,1167687
158569,1003849
158570,1134922
158571,1003862
158572,1036635
158573,1036637
158574,1003879
158575,938344
158576,1003885
158577,1200497
158578,1036658
158579,1200503
158580,1167735
158581,1036672
158582,1069444
158583,1036677
158584,1036678
158585,938375
158586,1036682
158587,1134991
158588,1102223
158589,1102227
158590,938393
158591,971161
158592,938398
158593,938400
158594,971168
158595,1167778
158596,1102243
158597,1069476
158598,1069473
158599,1036714
158600,1069484
158601,1069485
158602,1036720
158603,971184
158604,971190
158605,872890
158606,938427
158607,807356
158608,1036731
158609,1036734
158610,971201
158611,1036737
158612,971203
158613,1135044
158614,1036740
158615,1069510
158616,938439
158617,971208
158618,1013660
158619,971210
158620,1013659
158621,971212
158622,1003978
158623,1003976
158624,971218
158625,971219
158626,971220
158627,971221
158628,1003990
158629,971223
158630,1102293
158631,1069524
158632,971227
158633,971228
158634,1102299
158635,1003998
158636,872927
158637,1069538
158638,1004003
158639,1036770
158640,971237
158641,971240
158642,1069550
158643,872942
158644,1135090
158645,1135091
158646,1004020
158647,1135095
158648,938490
158649,938492
158650,1004028
158651,1004030
158652,1036800
158653,1036804
158654,1036809
158655,1036814
158656,1004048
158657,1004050
158658,1036820
158659,1004061
158660,938528
158661,1004065
158662,938531
158663,971299
158664,1200676
158665,1004070
158666,1036840
158667,1004075
158668,1004084
